s_no,route-collected,name,type,departure_time,arrival_time,duration,price,seats_available,rating
212,Vijayawada to Hyderabad,Sri NVR Travels,Non A/C Seater / Sleeper (2+1),00:30,06:45,06h 15m,666,18,3.9
213,Vijayawada to Hyderabad,Sri Sai Anjana Tours and Travels,A/C Sleeper (2+1),23:59,06:42,06h 43m,1555,1,2.1
214,Vijayawada to Hyderabad,SAMANVI CITICONNECT,Non A/C Seater / Sleeper (2+1),00:45,06:55,06h 10m,780,8,1.2
215,Vijayawada to Hyderabad,Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),23:45,06:15,06h 30m,490,32,3.8
216,Vijayawada to Hyderabad,LVP Travels,Non A/C Seater / Sleeper (2+1),23:20,05:30,06h 10m,555,19,3.8
217,Vijayawada to Hyderabad,LVP Travels,Non A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,580,11,3.8
218,Vijayawada to Hyderabad,AMIGOS TRAVELS,A/C Sleeper (2+1),23:40,06:19,06h 39m,664,20,3.6
219,Vijayawada to Hyderabad,Mahi Trans Solutions,Non A/C Seater / Sleeper (2+1),00:30,06:10,05h 40m,532,12,3.4
220,Vijayawada to Hyderabad,Dharani Tours and Travels,Non A/C Seater / Sleeper (2+1),23:59,06:45,06h 46m,560,34,3.1
221,Vijayawada to Hyderabad,Meghana Travels,Non A/C Seater / Sleeper (2+1),00:15,05:38,05h 23m,570,22,3
222,Vijayawada to Hyderabad,ARK Travels,Non AC Seater (2+2),21:10,04:52,07h 42m,1000,40,3
223,Vijayawada to Hyderabad,Meghana Travels,A/C Seater / Sleeper (2+1),00:00,06:12,06h 12m,570,37,3
224,Vijayawada to Hyderabad,Meghana Travels,NON A/C Airbus (2+2),23:59,06:42,06h 43m,2850,30,3
225,Vijayawada to Hyderabad,Meghana Travels,Non A/C Seater / Sleeper (2+1),00:15,05:38,05h 23m,2850,52,3
226,Vijayawada to Hyderabad,Morning Star Travels,A/C Sleeper (2+1),23:40,07:05,07h 25m,690,26,2.9
227,Vijayawada to Hyderabad,Surya Dream Liner,NON A/C Sleeper (2+1),23:40,06:00,06h 20m,3000,30,2.2
228,Vijayawada to Hyderabad,Sai Dasari Travels,A/C Sleeper (2+1),23:55,07:10,07h 15m,800,2,2.2
229,Vijayawada to Hyderabad,Sree Raghavendra Travels,NON A/C Semi Sleeper (2+1),21:10,05:30,08h 20m,3000,35,2
230,Vijayawada to Hyderabad,Naveen Tours and Travels,A/C Seater / Sleeper (2+1),22:30,05:30,07h 00m,300,33,1.8
231,Vijayawada to Hyderabad,Mayuri Travels,Non A/C Seater / Sleeper (2+1),22:30,06:03,07h 33m,350,31,0
232,Hyderabad to Vijayawada,APSRTC - 3546,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:15,22:30,06h 15m,670,31,3.9
233,Hyderabad to Vijayawada,APSRTC - 3500,Super Luxury (Non AC Seater 2+2 Push Back),16:20,00:45,08h 25m,469,25,2.8
234,Hyderabad to Vijayawada,APSRTC - 3376,Super Luxury (Non AC Seater 2+2 Push Back),16:45,23:15,06h 30m,436,33,3.2
235,Hyderabad to Vijayawada,APSRTC - 3358,Super Luxury (Non AC Seater 2+2 Push Back),17:25,01:10,07h 45m,469,32,3.8
236,Hyderabad to Vijayawada,APSRTC - 2674,Super Luxury (Non AC Seater 2+2 Push Back),17:30,01:20,07h 50m,469,23,4.9
237,Hyderabad to Vijayawada,APSRTC - 3366,Super Luxury (Non AC Seater 2+2 Push Back),17:55,01:45,07h 50m,469,32,3
238,Hyderabad to Vijayawada,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:25,01:30,07h 05m,720,37,3.8
239,Hyderabad to Vijayawada,APSRTC - 2575,NIGHT RIDER (SEATER CUM SLEEPER),18:55,01:15,06h 20m,639,26,3.4
240,Hyderabad to Vijayawada,APSRTC - 4916,Super Luxury (Non AC Seater 2+2 Push Back),19:25,02:15,06h 50m,469,30,4.4
241,Hyderabad to Vijayawada,APSRTC - 2563,INDRA(A.C. Seater),19:30,01:25,05h 55m,528,28,4.5
242,Hyderabad to Vijayawada,APSRTC - 2680,VENNELA (A.C. SLEEPER),19:45,02:00,06h 15m,839,17,4.6
243,Hyderabad to Vijayawada,APSRTC - 2798,INDRA(A.C. Seater),19:55,02:30,06h 35m,567,34,4.3
244,Hyderabad to Vijayawada,APSRTC - 3622,Super Luxury (Non AC Seater 2+2 Push Back),20:00,03:35,07h 35m,469,26,4.3
245,Hyderabad to Vijayawada,APSRTC - 2688,Super Luxury (Non AC Seater 2+2 Push Back),20:00,02:45,06h 45m,436,26,3.4
246,Hyderabad to Vijayawada,APSRTC - 4972,Super Luxury (Non AC Seater 2+2 Push Back),20:10,03:20,07h 10m,469,21,3.8
247,Hyderabad to Vijayawada,APSRTC - 2549,NIGHT RIDER (SEATER CUM SLEEPER),20:15,02:15,06h 00m,595,33,2.6
248,Hyderabad to Vijayawada,APSRTC - 4894,Super Luxury (Non AC Seater 2+2 Push Back),20:25,03:00,06h 35m,469,21,3.8
249,Hyderabad to Vijayawada,APSRTC - 2573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),20:25,02:30,06h 05m,720,43,3.8
250,Hyderabad to Vijayawada,APSRTC - 24262,Super Luxury (Non AC Seater 2+2 Push Back),20:30,02:00,05h 30m,469,17,3.8
251,Hyderabad to Vijayawada,APSRTC - 4974,Super Luxury (Non AC Seater 2+2 Push Back),20:35,03:45,07h 10m,469,26,4.5
252,Hyderabad to Vijayawada,APSRTC - 4898,Super Luxury (Non AC Seater 2+2 Push Back),20:35,03:00,06h 25m,469,28,3.8
253,Hyderabad to Vijayawada,APSRTC - 2786,Super Luxury (Non AC Seater 2+2 Push Back),20:40,03:45,07h 05m,469,24,3.8
254,Hyderabad to Vijayawada,APSRTC - 2678,NIGHT RIDER (SEATER CUM SLEEPER),20:40,03:00,06h 20m,639,20,4.7
255,Hyderabad to Vijayawada,APSRTC - 4880,Super Luxury (Non AC Seater 2+2 Push Back),20:40,03:15,06h 35m,469,27,3.8
256,Hyderabad to Vijayawada,APSRTC - 3697,STAR LINER(NON-AC SLEEPER 2+1),20:45,03:45,07h 00m,565,15,3.7
257,Hyderabad to Vijayawada,APSRTC - 4936,Super Luxury (Non AC Seater 2+2 Push Back),20:55,04:00,07h 05m,469,19,4.2
258,Hyderabad to Vijayawada,APSRTC - 3977,Super Luxury (Non AC Seater 2+2 Push Back),21:00,04:15,07h 15m,469,10,3.7
259,Hyderabad to Vijayawada,APSRTC - 37801,INDRA(A.C. Seater),21:00,03:45,06h 45m,567,25,2.5
260,Hyderabad to Vijayawada,APSRTC - 3544,Super Luxury (Non AC Seater 2+2 Push Back),21:00,03:40,06h 40m,436,25,4.1
261,Hyderabad to Vijayawada,APSRTC - 4179,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:05,04:00,06h 55m,720,44,4.2
262,Hyderabad to Vijayawada,APSRTC - 4896,Super Luxury (Non AC Seater 2+2 Push Back),21:05,03:30,06h 25m,469,27,2.2
263,Hyderabad to Vijayawada,APSRTC - 3969,INDRA(A.C. Seater),21:05,03:15,06h 10m,567,18,2.5
264,Hyderabad to Vijayawada,APSRTC - 4900,Super Luxury (Non AC Seater 2+2 Push Back),21:15,04:40,07h 25m,469,27,3.5
265,Hyderabad to Vijayawada,APSRTC - 4888,INDRA(A.C. Seater),21:15,03:50,06h 35m,567,29,4.1
266,Hyderabad to Vijayawada,APSRTC - 3612,Super Luxury (Non AC Seater 2+2 Push Back),21:20,04:55,07h 35m,436,15,4.1
267,Hyderabad to Vijayawada,APSRTC - 95703,Super Luxury (Non AC Seater 2+2 Push Back),21:25,03:30,06h 05m,452,16,3.3
268,Hyderabad to Vijayawada,APSRTC - 3911,INDRA(A.C. Seater),21:30,03:45,06h 15m,567,37,4
269,Hyderabad to Vijayawada,APSRTC - 4795,INDRA(A.C. Seater),21:30,04:00,06h 30m,581,26,2.7
270,Hyderabad to Vijayawada,APSRTC - 4043,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:25,06h 55m,444,30,3.8
271,Hyderabad to Vijayawada,APSRTC - 3883,Super Luxury (Non AC Seater 2+2 Push Back),21:35,04:05,06h 30m,469,30,3.3
272,Hyderabad to Vijayawada,APSRTC - 4353,Super Luxury (Non AC Seater 2+2 Push Back),21:35,04:15,06h 40m,469,31,3.8
273,Hyderabad to Vijayawada,APSRTC - 4823,Super Luxury (Non AC Seater 2+2 Push Back),21:35,03:45,06h 10m,469,24,3.8
274,Hyderabad to Vijayawada,APSRTC - 35064,Super Luxury (Non AC Seater 2+2 Push Back),21:38,04:05,06h 27m,469,31,3.8
275,Hyderabad to Vijayawada,APSRTC - 4920,INDRA(A.C. Seater),21:40,04:00,06h 20m,567,26,2.8
276,Hyderabad to Vijayawada,APSRTC - 9652,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04:55,07h 10m,436,25,4.1
277,Hyderabad to Vijayawada,APSRTC - 2676,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),21:45,04:00,06h 15m,720,35,4
278,Hyderabad to Vijayawada,APSRTC - 4815,Super Luxury (Non AC Seater 2+2 Push Back),21:45,04:15,06h 30m,436,16,4.7
279,Hyderabad to Vijayawada,APSRTC - 4996,INDRA(A.C. Seater),21:55,04:15,06h 20m,567,31,3.8
280,Hyderabad to Vijayawada,APSRTC - 9655,Super Luxury (Non AC Seater 2+2 Push Back),21:55,05:10,07h 15m,469,31,4.2
281,Hyderabad to Vijayawada,APSRTC - 35136,INDRA(A.C. Seater),21:58,04:00,06h 02m,528,26,3.4
282,Hyderabad to Vijayawada,APSRTC - 3917,Super Luxury (Non AC Seater 2+2 Push Back),22:00,04:45,06h 45m,469,23,4.4
283,Hyderabad to Vijayawada,APSRTC - 3570,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,03:49,05h 49m,670,41,3.6
284,Hyderabad to Vijayawada,APSRTC - 3618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:30,07h 30m,469,26,4.1
285,Hyderabad to Vijayawada,APSRTC - 3971,Super Luxury (Non AC Seater 2+2 Push Back),22:00,05:30,07h 30m,436,23,3.1
286,Hyderabad to Vijayawada,APSRTC - 4789,STAR LINER(NON-AC SLEEPER 2+1),22:10,04:30,06h 20m,607,18,3.8
287,Hyderabad to Vijayawada,APSRTC - 3691,INDRA(A.C. Seater),22:10,04:30,06h 20m,567,27,3.8
288,Hyderabad to Vijayawada,APSRTC - 4821,Super Luxury (Non AC Seater 2+2 Push Back),22:10,04:30,06h 20m,517,25,4.4
289,Hyderabad to Vijayawada,APSRTC - 4340,INDRA(A.C. Seater),22:10,05:00,06h 50m,567,24,3.5
290,Hyderabad to Vijayawada,APSRTC - 4355,Super Luxury (Non AC Seater 2+2 Push Back),22:10,05:15,07h 05m,469,17,4.3
291,Hyderabad to Vijayawada,APSRTC - 35106,VENNELA (A.C. SLEEPER),22:10,04:00,05h 50m,781,16,4.2
292,Hyderabad to Vijayawada,APSRTC - 4049,Super Luxury (Non AC Seater 2+2 Push Back),22:15,05:40,07h 25m,436,28,4.2
293,Hyderabad to Vijayawada,APSRTC - 3944,Super Luxury (Non AC Seater 2+2 Push Back),22:20,04:45,06h 25m,469,29,3.6
294,Hyderabad to Vijayawada,APSRTC - 3693,NIGHT RIDER (SEATER CUM SLEEPER),22:25,05:00,06h 35m,639,29,3.6
295,Hyderabad to Vijayawada,APSRTC - 3582,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:25,04:30,06h 05m,670,38,4.1
296,Hyderabad to Vijayawada,APSRTC - 3510,INDRA(A.C. Seater),22:25,04:35,06h 10m,567,37,3.8
297,Hyderabad to Vijayawada,APSRTC - 3695,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:20,06h 50m,469,25,3.6
298,Hyderabad to Vijayawada,APSRTC - 3560,INDRA(A.C. Seater),22:30,03:45,05h 15m,567,29,4.2
299,Hyderabad to Vijayawada,APSRTC - 3909,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:40,07h 10m,469,31,3
300,Hyderabad to Vijayawada,APSRTC - 9365,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:00,06h 30m,469,27,3.7
301,Hyderabad to Vijayawada,APSRTC - 3824,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:10,06h 40m,436,18,3.6
302,Hyderabad to Vijayawada,APSRTC - 1445,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:35,07h 05m,436,32,4.2
303,Hyderabad to Vijayawada,APSRTC - 4791,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:40,05:00,06h 20m,720,33,4.1
304,Hyderabad to Vijayawada,APSRTC - 35120,INDRA(A.C. Seater),22:45,04:45,06h 00m,581,32,3.8
305,Hyderabad to Vijayawada,APSRTC - 9933,STAR LINER(NON-AC SLEEPER 2+1),22:45,05:35,06h 50m,565,27,3.8
306,Hyderabad to Vijayawada,APSRTC - 3557,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:45,04:35,05h 50m,670,39,3.1
307,Hyderabad to Vijayawada,APSRTC - 3952,Super Luxury (Non AC Seater 2+2 Push Back),22:45,05:15,06h 30m,436,14,3.4
308,Hyderabad to Vijayawada,APSRTC - 3542,Super Luxury (Non AC Seater 2+2 Push Back),22:50,05:55,07h 05m,469,33,3.8
309,Hyderabad to Vijayawada,APSRTC - 3962,INDRA(A.C. Seater),22:55,04:45,05h 50m,567,30,3.6
310,Hyderabad to Vijayawada,APSRTC - 4371,INDRA(A.C. Seater),23:00,05:15,06h 15m,567,29,3.9
311,Hyderabad to Vijayawada,APSRTC - 3508,Super Luxury (Non AC Seater 2+2 Push Back),23:00,05:20,06h 20m,436,33,3.8
312,Hyderabad to Vijayawada,APSRTC - 23703,Super Luxury (Non AC Seater 2+2 Push Back),23:00,04:00,05h 00m,436,31,3.8
313,Hyderabad to Vijayawada,APSRTC - 3887,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:10,04:26,05h 16m,720,43,3.9
314,Hyderabad to Vijayawada,APSRTC - 3516,Super Luxury (Non AC Seater 2+2 Push Back),23:10,06:10,07h 00m,469,27,2.3
315,Hyderabad to Vijayawada,APSRTC - 9935,STAR LINER(NON-AC SLEEPER 2+1),23:10,05:35,06h 25m,607,26,3.8
316,Hyderabad to Vijayawada,APSRTC - 3826,Super Luxury (Non AC Seater 2+2 Push Back),23:10,05:40,06h 30m,436,26,3.7
317,Hyderabad to Vijayawada,APSRTC - 3568,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:15,04:35,05h 20m,720,48,3.3
318,Hyderabad to Vijayawada,APSRTC - 3279,VENNELA (A.C. SLEEPER),23:25,05:00,05h 35m,839,16,3.9
319,Hyderabad to Vijayawada,APSRTC - 3514,Super Luxury (Non AC Seater 2+2 Push Back),23:30,06:25,06h 55m,469,27,3.5
320,Hyderabad to Vijayawada,APSRTC - 4037,Super Luxury (Non AC Seater 2+2 Push Back),23:35,06:13,06h 38m,436,29,3.7
321,Hyderabad to Vijayawada,APSRTC - 3658,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:45,05:05,05h 20m,670,42,3.8
322,Hyderabad to Vijayawada,APSRTC - 35270,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:55,05:05,05h 10m,670,40,4.4
323,Hyderabad to Vijayawada,Svkdt travels,A/C Sleeper (2+1),23:35,05:50,06h 15m,629,14,4.6
324,Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,05:35,05h 45m,576,21,4.5
325,Hyderabad to Vijayawada,IntrCity SmartBus,AC Sleeper (2+1),00:01,06:20,06h 19m,595,24,4.7
326,Hyderabad to Vijayawada,AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:55,04:10,05h 15m,450,26,3.3
327,Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),00:20,07:00,06h 40m,450,35,4.6
328,Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:05,06:00,06h 55m,480,31,4.5
329,Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:05,06h 20m,470,21,4.5
330,Hyderabad to Vijayawada,AdSrivastav Travels,Non A/C Seater / Sleeper (2+1),22:15,04:30,06h 15m,399,37,3.9
331,Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),14:05,19:25,05h 20m,480,29,4.5
332,Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),15:30,23:10,07h 40m,450,31,4.5
333,Hyderabad to Vijayawada,Svkdt travels,A/C Seater / Sleeper (2+1),23:35,05:30,05h 55m,441,18,4.5
334,Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),22:50,05:40,06h 50m,480,26,4.4
335,Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),23:40,06:25,06h 45m,450,33,4.4
336,Hyderabad to Vijayawada,IntrCity SmartBus,AC Sleeper (2+1),23:25,06:00,06h 35m,595,19,4.3
337,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),16:00,23:00,07h 00m,332,14,4.3
338,Hyderabad to Vijayawada,Svkdt travels,A/C Sleeper (2+1),23:35,05:50,06h 15m,539,17,4.3
339,Hyderabad to Vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),22:00,05:10,07h 10m,352,10,4.6
340,Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,379,26,4.3
341,Hyderabad to Vijayawada,Sri Sanvi Tours and Travels,A/C Sleeper (2+1),23:00,04:53,05h 53m,710,20,4.5
342,Hyderabad to Vijayawada,Sri KVR Travels,A/C Sleeper (2+1),23:35,05:15,05h 40m,570,24,4.3
343,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),21:30,04:20,06h 50m,332,23,4.2
344,Hyderabad to Vijayawada,Sri Durga Malleswari Travels,A/C Sleeper (2+1),23:10,05:25,06h 15m,631,15,4.3
345,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),13:55,20:10,06h 15m,332,5,4.2
346,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),13:55,18:25,04h 30m,332,21,4.2
347,Hyderabad to Vijayawada,NueGo,Electric A/C Seater/Sleeper (2+1),23:00,06:00,07h 00m,444,18,4.1
348,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),23:50,06:30,06h 40m,379,26,4.2
349,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),22:30,05:35,07h 05m,332,22,4.1
350,Hyderabad to Vijayawada,FRESHBUS,Electric A/C Seater (2+2),23:10,05:55,06h 45m,480,34,4.4
351,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),15:00,21:40,06h 40m,379,7,4.1
352,Hyderabad to Vijayawada,LVP Travels,A/C Seater / Sleeper (2+1),22:19,04:45,06h 26m,510,23,4.2
353,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),23:15,06:35,07h 20m,474,19,4.3
354,Hyderabad to Vijayawada,Zingbus Plus,A/C Seater / Sleeper (2+1),23:35,06:30,06h 55m,477,33,4.6
355,Hyderabad to Vijayawada,LVR Travels,Non A/C Seater / Sleeper (2+1),23:37,05:45,06h 08m,450,25,4
356,Hyderabad to Vijayawada,Yolo Bus,A/C Seater / Sleeper (2+1),22:46,04:31,05h 45m,450,20,4
357,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),22:30,06:00,07h 30m,332,21,4
358,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),22:00,05:20,07h 20m,427,6,4.1
359,Hyderabad to Vijayawada,Tirumala Xpress,A/C Sleeper (2+1),23:00,05:50,06h 50m,501,21,3.9
360,Hyderabad to Vijayawada,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:00,04:15,05h 15m,500,14,4.1
361,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),22:35,05:15,06h 40m,379,19,4
362,Hyderabad to Vijayawada,Sri KVR Travels,NON A/C Sleeper (2+1),23:01,05:31,06h 30m,530,26,4.2
363,Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,06:45,07h 15m,432,32,4.7
364,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),13:55,18:10,04h 15m,379,16,4.5
365,Hyderabad to Vijayawada,Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:13,04:20,05h 07m,450,29,3.8
366,Hyderabad to Vijayawada,Mythri Tours And Travels,A/C Sleeper (2+1),20:20,02:28,06h 08m,819,14,4.8
367,Hyderabad to Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:15,06h 15m,400,29,3.7
368,Hyderabad to Vijayawada,NueGo,Electric A/C Seater (2+2),23:30,06:30,07h 00m,332,16,3.6
369,Hyderabad to Vijayawada,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:55,05:15,06h 20m,700,21,3.7
370,Hyderabad to Vijayawada,BSR Tours And Travels,VE A/C Sleeper (2+1),22:00,04:10,06h 10m,880,15,4.5
371,Hyderabad to Vijayawada,Go Tour Travels and Holidays,A/C Seater / Sleeper (2+1),22:48,04:15,05h 27m,590,16,4.3
372,Hyderabad to Vijayawada,Sri Durga Malleswari Travels,A/C Sleeper (2+1),23:10,04:35,05h 25m,631,13,3.7
373,Hyderabad to Vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),22:25,04:45,06h 20m,900,13,3.7
374,Hyderabad to Vijayawada,Anjani Bus,A/C Seater / Sleeper (2+1),22:45,04:40,05h 55m,449,29,3.5
375,Hyderabad to Vijayawada,Sri Venkata Padmavathi Travels,Non A/C Seater / Sleeper (2+1),22:42,06:00,07h 18m,490,30,4.1
376,Hyderabad to Vijayawada,Sri Durga Malleswari Travels,A/C Seater / Sleeper (2+1),21:00,04:40,07h 40m,421,20,4.5
377,Hyderabad to Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:00,06h 00m,400,37,3.4
378,Hyderabad to Vijayawada,Morning Star Travels,A/C Sleeper (2+1),23:05,05:20,06h 15m,690,28,3.4
379,Hyderabad to Vijayawada,Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),22:55,05:15,06h 20m,800,16,3.3
380,Hyderabad to Vijayawada,Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),23:00,04:50,05h 50m,500,24,3.8
381,Hyderabad to Vijayawada,Prasanna Travels,A/C Seater / Sleeper (2+1),23:55,06:15,06h 20m,500,22,3.3
382,Hyderabad to Vijayawada,Nani Svkdt Travels,A/C Sleeper (2+1),22:58,04:25,05h 27m,696,22,3.3
383,Hyderabad to Vijayawada,Orange Tours And Travels,Volvo Multi-Axle Sleeper A/C (2+1),22:55,04:45,05h 50m,700,18,3.2
384,Hyderabad to Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:30,06h 30m,500,32,3.2
385,Hyderabad to Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:30,05:15,06h 45m,400,28,3
386,Hyderabad to Vijayawada,Orange Tours And Travels,Bharat Benz A/C Seater /Sleeper (2+1),22:55,05:15,06h 20m,500,29,3
387,Hyderabad to Vijayawada,Sri Atluri Travels,NON A/C Hi-Tech (2+2),22:15,04:20,06h 05m,399,21,4.3
388,Hyderabad to Vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:22,04:30,06h 08m,500,20,3.8
389,Hyderabad to Vijayawada,GO BUS,Non A/C Seater / Sleeper (2+1),22:47,04:50,06h 03m,360,25,4.4
390,Hyderabad to Vijayawada,Morning Star Travels,A/C Sleeper (2+1),23:20,05:25,06h 05m,790,14,3.2
391,Hyderabad to Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),19:45,04:55,09h 10m,400,34,3
392,Hyderabad to Vijayawada,Zingbus Plus,A/C Sleeper (2+1),16:10,23:50,07h 40m,782,9,4.4
393,Hyderabad to Vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),23:00,04:45,05h 45m,700,31,3.5
394,Hyderabad to Vijayawada,IntrCity SmartBus,AC Sleeper (2+1),20:40,03:30,06h 50m,888,17,5
395,Hyderabad to Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:00,06h 00m,400,25,3.4
396,Hyderabad to Vijayawada,LVP Travels,A/C Seater / Sleeper (2+1),22:25,04:20,05h 55m,580,29,4.3
397,Hyderabad to Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:15,04:25,06h 10m,400,31,3.2
398,Hyderabad to Vijayawada,Kaveri Travels,A/C Volvo B11R Multi-Axle Sleeper (2+1),22:18,04:05,05h 47m,3999,27,3.4
399,Hyderabad to Vijayawada,Sri Atluri Travels,A/C Seater / Sleeper (2+1),22:15,05:07,06h 52m,499,15,3.8
400,Hyderabad to Vijayawada,IntrCity SmartBus,A/C Seater / Sleeper (2+1),19:05,03:00,07h 55m,676,26,4.6
401,Hyderabad to Vijayawada,Vinay's Tours and Travels,A/C Sleeper (2+1),23:20,05:25,06h 05m,855,27,3.4
402,Hyderabad to Vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),22:25,04:30,06h 05m,500,22,3.9
403,Hyderabad to Vijayawada,Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),22:55,04:45,05h 50m,400,34,2.8
404,Hyderabad to Vijayawada,Sree Gowtham Travels,A/C Sleeper (2+1),22:25,04:47,06h 22m,720,14,0
405,Hyderabad to Vijayawada,Elegance Tours And Travels Pvt Ltd,Bharat Benz A/C Sleeper (2+1),20:35,02:45,06h 10m,1311,22,0
406,Hyderabad to Vijayawada,SLGT Travels,A/C Seater/Sleeper (2+1),22:30,04:30,06h 00m,485,31,0
407,Hyderabad to Vijayawada,Sri Apt Travels,A/C Sleeper (2+1),23:06,04:45,05h 39m,2850,1,0
408,Hyderabad to Vijayawada,YNR Travels,A/C Sleeper (2+1),00:20,06:10,05h 50m,2850,32,0
409,Hyderabad to Vijayawada,Eswar Travels,A/C Seater / Sleeper (2+1),22:25,04:30,06h 05m,549,29,3.2
410,Hyderabad to Vijayawada,Sri Krishna Travels,A/C Seater / Sleeper (2+1),21:30,04:00,06h 30m,550,22,3.1
411,Hyderabad to Vijayawada,Sudha Sri Tours and Travels,A/C Sleeper (2+1),22:55,04:00,05h 05m,570,22,3.3
412,Hyderabad to Vijayawada,Sri Sai Srinivasa Travels,Non A/C Seater / Sleeper (2+1),22:10,04:30,06h 20m,500,30,3.4
413,Hyderabad to Vijayawada,Go Tour Travels and Holidays,A/C Sleeper (2+1),22:48,04:15,05h 27m,890,16,3.7
414,Hyderabad to Vijayawada,Royal Varma Travels,A/C Sleeper (2+1),22:37,04:45,06h 08m,800,31,3.8
415,Hyderabad to Vijayawada,Kaveri Travels,Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1),22:21,04:35,06h 14m,750,19,4.3
416,Hyderabad to Vijayawada,Orange Tours And Travels,A/C Sleeper (2+1),22:20,04:40,06h 20m,800,31,3.1
417,Hyderabad to Vijayawada,CVR Express,Non A/C Seater / Sleeper (2+1),22:20,04:20,06h 00m,449,23,4.3
418,Hyderabad to Vijayawada,Sai RK Travels,Non A/C Seater / Sleeper (2+1),23:00,04:35,05h 35m,450,22,3.4
419,Hyderabad to Vijayawada,Orange Tours And Travels,NON A/C Sleeper (2+1),22:55,05:15,06h 20m,600,31,2.9
